,predicted_nikkei,actual_nikkei
0,0.9977833032608032,1.0034426981609406
1,0.9986728429794312,0.9870999497855304
2,0.9981732368469238,0.9945455594533491
3,1.0089296102523804,1.0143448021847998
4,1.002256989479065,1.018097337006428
5,1.0015990734100342,1.0033506181454965
6,1.000173807144165,0.9949376907034323
7,0.9918330907821655,0.9830908907859786
8,0.9999939203262329,1.0056056979183188
9,1.002434253692627,0.9878055658844125
10,1.0012325048446655,1.000191386750327
11,0.9987648725509644,1.0030927889545516
12,0.9997756481170654,0.9965257412902446
13,1.0024796724319458,1.0051198311227776
14,0.9980254173278809,0.9947426292640839
15,1.0082193613052368,1.0249242767617588
16,0.9978400468826294,1.0041395474363137
17,1.0046687126159668,0.9886855284018058
18,1.002642273902893,1.010343583703502
19,1.0012387037277222,0.9953467387043303
20,0.9988170862197876,0.9941641129384475
21,0.9984883069992065,1.0067715681405924
22,1.0023624897003174,0.999918994667063
23,0.994788408279419,0.9995660445606706
24,0.9960712194442749,0.9954613642957219
25,0.9980298280715942,0.9908694150555344
26,1.0026881694793701,1.0006029055652057
27,0.9979099035263062,1.014360068183518
28,1.0068814754486084,1.008830775608785
29,0.9977405071258545,0.9951121401701012
30,0.9999699592590332,0.9953757658903796
31,0.9977186918258667,0.998194450321325
32,0.9992269277572632,0.9953412271927171
33,1.0017091035842896,1.003352544895796
34,0.999606728553772,1.0148059536466965
35,1.0007364749908447,1.0014863850900375
36,1.0022282600402832,0.99876488189979
37,0.9979771375656128,0.9983620184094444
38,1.0013083219528198,1.0006517726069575
39,1.0005849599838257,0.996500790703895
40,0.9992297887802124,0.9966339831950165
41,0.9874914884567261,0.9786953866902963
42,1.002678632736206,1.0023070806842782
43,1.001076340675354,1.0092856757369935
44,1.000433087348938,0.9856228647015737
45,1.0047210454940796,1.0114444692000617
46,1.003828763961792,1.0007608237726966
47,1.0058256387710571,0.9919729329756036
48,1.001395583152771,0.9919237148813265
49,1.0017205476760864,1.003911840019123
50,0.9959280490875244,0.9908877467111762
51,1.0001897811889648,1.0027123509788547
52,0.9963549375534058,0.9859919294936133
53,0.9997788667678833,1.0036333700057967
54,1.0007301568984985,1.0071391717917795
55,0.9994086027145386,0.9973395936137479
56,0.9983620643615723,0.9895849501836743
57,0.9959889650344849,0.9932208999165076
58,0.9965406656265259,1.0010705931566026
59,1.0027811527252197,1.003450237152729
60,1.0032758712768555,1.0007389273554599
61,0.9993096590042114,0.9999072275691452
62,1.0076556205749512,1.0103231113225963
63,1.0021088123321533,1.0137013815233007
64,1.0073455572128296,1.0107783054352963
65,1.0030441284179688,1.0110119170851386
66,1.0018290281295776,0.9980528196012013
67,1.0010230541229248,0.9971363820761309
68,0.9980437755584717,1.00592704803003
69,1.002524971961975,1.0070003293541552
70,0.9988502264022827,1.0231413628719974
71,0.9955620765686035,0.9973511864372702
72,1.0009175539016724,1.0028770851181776
73,0.9997158050537109,1.0030884282432893
74,0.9985952377319336,0.9961100215163654
75,0.9989864826202393,0.9992933981764138
76,1.0017446279525757,1.0025148654871578
77,1.002338171005249,0.9947318801073506
78,0.9822260141372681,0.986827071372625
